scenario_id,trait,target_direction,condition,prompt_style,loglik_selected_action,loglik_selected_direction,action_ids,action_texts,action_directions,action_logliks,action_normalized_logliks,action_softmax_probs,trait_score,trait_target_score,trait_target_attainment
trait_agreeableness_00732,agreeableness,high,as_pas_only,none,trait_agreeableness_00732_act_002,low,"['trait_agreeableness_00732_act_001', 'trait_agreeableness_00732_act_002', 'trait_agreeableness_00732_act_003', 'trait_agreeableness_00732_act_004']","['Recommend that they check local moving services or rental trucks, as you need to prioritize your own commitments this weekend.', 'Politely explain that you have long-standing personal plans and suggest that they reschedule the move or ask another friend for help.', 'You could suggest hiring professional movers and then visiting your friend after your retreat to help them unpack and settle in.', 'Offer to help your friend with packing a day or two before your retreat, so you can still support them without cancelling your plans.']","['low', 'low', 'high', 'high']","[-1.5, -0.53076171875, -3.109375, -2.271484375]","[-0.06818181818181818, -0.02123046875, -0.14133522727272727, -0.08736478365384616]","[0.25261908769607544, 0.2647627592086792, 0.23479890823364258, 0.24781928956508636]",0.4826181762240152,0.4826181762240152,-0.017381823775984795
trait_agreeableness_00733,agreeableness,high,as_pas_only,none,trait_agreeableness_00733_act_003,low,"['trait_agreeableness_00733_act_001', 'trait_agreeableness_00733_act_002', 'trait_agreeableness_00733_act_003', 'trait_agreeableness_00733_act_004']","['You could politely excuse yourself from your current commitment, explaining the importance of timely attendance at your work meeting.', 'Consider contacting a colleague who is also attending the meeting and kindly ask if they can cover the beginning part until you arrive.', ""Just focus on finishing your current commitment properly, even if it means being late; you can't always please everyone."", ""Send a quick message to inform them you'll be late, then proceed with your current engagement without cutting it short.""]","['high', 'high', 'low', 'low']","[-1.7880859375, -2.2109375, -0.397705078125, -3.599609375]","[-0.0851469494047619, -0.09212239583333333, -0.017291525135869564, -0.15650475543478262]","[0.2503512501716614, 0.24861100316047668, 0.2679285407066345, 0.2331092208623886]",0.4989622458970212,0.4989622458970212,-0.001037754102978794
trait_agreeableness_00734,agreeableness,high,as_pas_only,none,trait_agreeableness_00734_act_001,low,"['trait_agreeableness_00734_act_001', 'trait_agreeableness_00734_act_002', 'trait_agreeableness_00734_act_003', 'trait_agreeableness_00734_act_004']","['Directly ask both colleagues to clarify their points and explain the reasoning behind their disagreements in the meeting, fostering a clear and open dialogue.', 'You might consider suggesting a team-building activity that focuses on communication skills, which can improve overall team harmony without direct confrontation.', 'You could inform your manager about the disruptive behavior, letting them handle the situation and possibly mediate the conflict.', 'Perhaps you could recommend a feedback session where everyone gets the chance to express their thoughts in a structured manner, making the atmosphere more open and less tense.']","['low', 'high', 'low', 'high']","[-0.89697265625, -0.89453125, -11.1171875, -3.2265625]","[-0.03322120949074074, -0.037272135416666664, -0.5053267045454546, -0.10755208333333334]","[0.28184816241264343, 0.2807087302207947, 0.17578524351119995, 0.26165780425071716]",0.5423665667990784,0.5423665667990784,0.04236656679907835
trait_agreeableness_00735,agreeableness,high,as_pas_only,none,trait_agreeableness_00735_act_002,low,"['trait_agreeableness_00735_act_001', 'trait_agreeableness_00735_act_002', 'trait_agreeableness_00735_act_003', 'trait_agreeableness_00735_act_004']","['Maybe you can ask your friend how they feel about their project first to understand their perspective before sharing your thoughts.', 'Just be straightforward and tell your friend what you really think about the art project; they asked for honesty, after all.', 'You could mention specific aspects you like while gently suggesting improvements in areas you think could be better.', 'Recommend your friend to seek feedback from professional artists as well, which can provide them with a more objective critique.']","['high', 'low', 'high', 'low']","[-8.15625, -0.0003998279571533203, -16.0, -16.53125]","[-0.37073863636363635, -1.665949821472168e-05, -0.8421052631578947, -0.7514204545454546]","[0.2662177085876465, 0.38569092750549316, 0.16615943610668182, 0.18193192780017853]",0.4323771446943283,0.4323771446943283,-0.06762285530567169
trait_agreeableness_00736,agreeableness,high,as_pas_only,none,trait_agreeableness_00736_act_001,low,"['trait_agreeableness_00736_act_001', 'trait_agreeableness_00736_act_002', 'trait_agreeableness_00736_act_003', 'trait_agreeableness_00736_act_004']","['Suggest a compromise where Jahnia could redistribute some of the tasks among other team members to lessen your burden.', 'Decline the proposal, citing your current responsibilities and the importance of maintaining your personal life balance.', 'Perhaps you could agree to the new plan, but clarify your availability and limits to ensure your personal time is respected.', 'You might consider agreeing to the plan but also ask for help or support to manage the increased workload effectively.']","['low', 'low', 'high', 'high']","[-0.2890625, -9.8125, -1.9287109375, -3.333984375]","[-0.013139204545454546, -0.5164473684210527, -0.08385699728260869, -0.15876116071428573]","[0.29405391216278076, 0.1777636706829071, 0.2739773094654083, 0.25420501828193665]",0.5281823749705292,0.5281823749705292,0.028182374970529223
trait_agreeableness_00737,agreeableness,high,as_pas_only,none,trait_agreeableness_00737_act_002,high,"['trait_agreeableness_00737_act_001', 'trait_agreeableness_00737_act_002', 'trait_agreeableness_00737_act_003', 'trait_agreeableness_00737_act_004']","['You could gently remind your colleagues about the value of discussing concerns directly with PersonZ to promote a more understanding and supportive work environment.', 'Consider sharing positive experiences or achievements of PersonZ to subtly shift the tone of the conversation to something more constructive and appreciative.', ""You might propose focusing the discussion on tasks and projects instead, pointing out that speculative talk is not productive or beneficial for the team's goals."", 'Suggest setting up a meeting where concerns can be addressed openly with PersonZ present, ensuring a fair dialogue and cutting out behind-the-back criticisms.']","['high', 'high', 'low', 'low']","[-8.3828125, -0.67822265625, -0.900390625, -2.5078125]","[-0.32241586538461536, -0.02712890625, -0.03215680803571429, -0.08647629310344827]","[0.20216791331768036, 0.2716149687767029, 0.2702527642250061, 0.25596433877944946]",0.47378288915429845,0.47378288915429845,-0.026217110845701552
trait_agreeableness_00738,agreeableness,high,as_pas_only,none,trait_agreeableness_00738_act_001,low,"['trait_agreeableness_00738_act_001', 'trait_agreeableness_00738_act_002', 'trait_agreeableness_00738_act_003', 'trait_agreeableness_00738_act_004']","['Recommend they look into local community services like food banks and job training workshops to become more self-sufficient.', 'Offer to babysit the children a couple of times a week to give the parents time to job search or handle other responsibilities.', 'Suggest setting up a schedule where they can gradually take over the childcare and household chores as they stabilize financially.', 'Prepare some extra meals that can easily be reheated, to relieve them from cooking duties for a few days.']","['low', 'high', 'low', 'high']","[-0.485107421875, -2.232421875, -2.24609375, -2.232421875]","[-0.023100353422619048, -0.089296875, -0.10209517045454546, -0.10147372159090909]","[0.264227956533432, 0.24730335175991058, 0.24415844678878784, 0.24431023001670837]",0.4916135891022323,0.4916135891022323,-0.008386410897767704
trait_agreeableness_00739,agreeableness,high,as_pas_only,none,trait_agreeableness_00739_act_003,high,"['trait_agreeableness_00739_act_001', 'trait_agreeableness_00739_act_002', 'trait_agreeableness_00739_act_003', 'trait_agreeableness_00739_act_004']","['Consider encouraging Destinnie to seek advice from an independent financial advisor to ensure she makes a well-informed decision.', 'Go ahead and emphasize the potential high returns of the deal to persuade Destinnie, focusing on how such investments can significantly pay off.', 'You could prioritize transparency and discuss both the potential benefits and risks openly with Destinnie, emphasizing that the final decision is hers to make.', ""You should highlight the unique chance this deal represents and pitch it as a strategically aggressive investment that shouldn't be missed.""]","['high', 'low', 'high', 'low']","[-1.5185546875, -6.58203125, -0.8212890625, -1.32421875]","[-0.06902521306818182, -0.2531550480769231, -0.030418113425925927, -0.05757472826086957]","[0.25755229592323303, 0.21423916518688202, 0.26769009232521057, 0.260518342256546]",0.5252424430354997,0.5252424430354997,0.025242443035499718
trait_agreeableness_00740,agreeableness,high,as_pas_only,none,trait_agreeableness_00740_act_001,low,"['trait_agreeableness_00740_act_001', 'trait_agreeableness_00740_act_002', 'trait_agreeableness_00740_act_003', 'trait_agreeableness_00740_act_004']","[""Confront Hikari then and there by firmly stating the discomfort they're causing, to immediately address the issue."", ""Directly tell Hikari that their behavior is inappropriate and advise them to stop immediately if you feel it's disruptive enough."", 'Maybe suggest a quick, quiet walk with Hikari outside the venue to discuss the issue discreetly and help them regain composure.', 'Consider pulling Hikari aside gently to express your concerns in private, aiming to avoid public embarrassment.']","['low', 'low', 'high', 'high']","[-0.0992431640625, -3.0, -3.451171875, -4.96875]","[-0.004314920176630435, -0.12, -0.12782118055555555, -0.2484375]","[0.2810596525669098, 0.25035548210144043, 0.24840505421161652, 0.22017976641654968]",0.468584841575541,0.468584841575541,-0.03141515842445902
trait_agreeableness_00741,agreeableness,high,as_pas_only,none,trait_agreeableness_00741_act_001,high,"['trait_agreeableness_00741_act_001', 'trait_agreeableness_00741_act_002', 'trait_agreeableness_00741_act_003', 'trait_agreeableness_00741_act_004']","['You might consider arranging a private, friendly chat with Janya to understand any challenges she’s facing and discuss how you can help her meet her deadlines.', 'Perhaps you could offer to help Janya organize her tasks or suggest setting up a team meeting to realign everyone’s responsibilities and deadlines.', ""Directly inform Janya that her missed deadlines are impacting the team's performance and she needs to adhere to the project timeline more strictly."", 'Send an email to Janya outlining the deadlines and mentioning that further delays could lead to discussions with higher management.']","['high', 'high', 'low', 'low']","[-0.254150390625, -4.2890625, -1.7197265625, -9.453125]","[-0.0084716796875, -0.15885416666666666, -0.0636935763888889, -0.4296875]","[0.28877508640289307, 0.2484559863805771, 0.2732606828212738, 0.18950819969177246]",0.5372310967995717,0.5372310967995717,0.037231096799571706
trait_agreeableness_00742,agreeableness,high,as_pas_only,none,trait_agreeableness_00742_act_001,low,"['trait_agreeableness_00742_act_001', 'trait_agreeableness_00742_act_002', 'trait_agreeableness_00742_act_003', 'trait_agreeableness_00742_act_004']","['Directly point out the flaw during the meeting and suggest an alternative strategy that mitigates these risks.', 'Consider suggesting a follow-up meeting where you can review the strategy more thoroughly together, to align on the best approach.', 'Challenge the strategy openly in the meeting to ensure everyone is aware of the potential losses, emphasizing the need for a robust discussion.', 'You could express your concerns by privately messaging your colleague, framing it as seeking to understand their perspective better.']","['low', 'high', 'low', 'high']","[-0.31640625, -8.1328125, -1.3974609375, -8.7109375]","[-0.0158203125, -0.35360054347826086, -0.0558984375, -0.4148065476190476]","[0.2989477217197418, 0.21325497329235077, 0.2872033715248108, 0.20059390366077423]",0.41384888928678304,0.41384888928678304,-0.08615111071321696
trait_agreeableness_00743,agreeableness,high,as_pas_only,none,trait_agreeableness_00743_act_002,low,"['trait_agreeableness_00743_act_001', 'trait_agreeableness_00743_act_002', 'trait_agreeableness_00743_act_003', 'trait_agreeableness_00743_act_004']","['Maybe you could offer to help train someone else to share the workload, easing the burden on you.', 'Just say no to additional shifts and prioritize your health over voluntary extras.', 'You might consider gently explaining to your supervisor your health concerns and see if you can reduce the extra shifts.', ""Take a step back and let others step up; you're not the only one who can volunteer for extra work.""]","['high', 'low', 'high', 'low']","[-7.375, -0.250244140625, -1.53125, -8.0]","[-0.36875, -0.017874581473214284, -0.07291666666666667, -0.34782608695652173]","[0.2089557945728302, 0.29678207635879517, 0.28088802099227905, 0.2133740335702896]",0.48984385206132025,0.48984385206132025,-0.01015614793867975
trait_agreeableness_00744,agreeableness,high,as_pas_only,none,trait_agreeableness_00744_act_001,low,"['trait_agreeableness_00744_act_001', 'trait_agreeableness_00744_act_002', 'trait_agreeableness_00744_act_003', 'trait_agreeableness_00744_act_004']","['Escalate the issue to your manager or HR department to formally address the rumors and protect your professional reputation.', 'Address the situation directly by confronting your colleague and demand they stop spreading unfounded rumors immediately.', 'Offer to collaborate on a project together which could help improve your relationship and show your genuine intentions.', 'Invite your colleague for a coffee and gently discuss the impact their behavior is having on you, aiming to clear up any misunderstandings.']","['low', 'low', 'high', 'high']","[-0.0711669921875, -4.2109375, -3.068359375, -5.3203125]","[-0.00323486328125, -0.2339409722222222, -0.16149259868421054, -0.20462740384615385]","[0.2885841429233551, 0.22912795841693878, 0.24634400010108948, 0.23594392836093903]",0.4822879140887286,0.4822879140887286,-0.01771208591127138
trait_agreeableness_00745,agreeableness,high,as_pas_only,none,trait_agreeableness_00745_act_002,high,"['trait_agreeableness_00745_act_001', 'trait_agreeableness_00745_act_002', 'trait_agreeableness_00745_act_003', 'trait_agreeableness_00745_act_004']","['You could give your friend the guitar as a gift to help ease their financial burden and share the joy of music.', 'Consider lending the guitar to your friend until they can afford one, creating a win-win situation where you keep ownership and they get to play.', 'Keep the guitar since giving it away could set a precedent for similar expectations in the future.', 'Suggest that your friend looks for affordable second-hand options online, emphasizing the importance of financial responsibility.']","['high', 'high', 'low', 'low']","[-2.97265625, -0.1400146484375, -3.80078125, -4.72265625]","[-0.1292459239130435, -0.005000523158482143, -0.2111545138888889, -0.2361328125]","[0.25301870703697205, 0.2864914834499359, 0.23312035202980042, 0.2273695170879364]",0.5395101583295966,0.5395101583295966,0.03951015832959659
trait_agreeableness_00746,agreeableness,high,as_pas_only,none,trait_agreeableness_00746_act_002,high,"['trait_agreeableness_00746_act_001', 'trait_agreeableness_00746_act_002', 'trait_agreeableness_00746_act_003', 'trait_agreeableness_00746_act_004']","['Consider suggesting that Aythana delegate specific tasks to other team members or ask for an extension from the project lead.', ""Absolutely, offering your assistance could greatly alleviate Aythana's stress and help distribute the project tasks more manageably."", 'Recommend to Aythana to reevaluate her project plan and identify priorities; she might need to focus on key areas and drop less critical tasks.', 'Yes, stepping in to help Aythana not only supports her but also strengthens the teamwork within the project.']","['low', 'high', 'low', 'high']","[-7.37109375, -0.042205810546875, -13.0546875, -3.474609375]","[-0.32048233695652173, -0.0018350352411684783, -0.4501616379310345, -0.15793678977272727]","[0.22572623193264008, 0.31043365597724915, 0.19827276468276978, 0.2655673325061798]",0.5760009970665126,0.5760009970665126,0.07600099706651264
trait_agreeableness_00747,agreeableness,high,as_pas_only,none,trait_agreeableness_00747_act_001,high,"['trait_agreeableness_00747_act_001', 'trait_agreeableness_00747_act_002', 'trait_agreeableness_00747_act_003', 'trait_agreeableness_00747_act_004']","['Consider suggesting a brief team check-in where everyone updates the group on their progress, allowing Carielle to share in a non-confrontational setting.', ""Point out directly to Carielle during the meeting that you've noticed discrepancies in their work, asking for an immediate clarification."", 'Perhaps you could invite Carielle for a private chat to gently inquire about their progress and any challenges they might be facing.', ""Challenge Carielle in the meeting to present detailed evidence of their progress to ensure they're held accountable in front of the team.""]","['high', 'low', 'high', 'low']","[-0.04339599609375, -8.1796875, -5.63671875, -8.2421875]","[-0.001446533203125, -0.3271875, -0.22546875, -0.31700721153846156]","[0.30762892961502075, 0.22210568189620972, 0.24588698148727417, 0.2243783324956894]",0.5535159523424471,0.5535159523424471,0.053515952342447104
trait_agreeableness_00748,agreeableness,high,as_pas_only,none,trait_agreeableness_00748_act_002,low,"['trait_agreeableness_00748_act_001', 'trait_agreeableness_00748_act_002', 'trait_agreeableness_00748_act_003', 'trait_agreeableness_00748_act_004']","['Document specific instances where Melicia took undue credit and present these to your supervisor as evidence.', ""Report the behavior to your supervisor immediately to prevent further damage to the team's morale."", 'Consider organizing a team intervention where everyone can openly discuss their feelings about fairness and recognition.', 'You could speak with Melicia first to express your concerns and give them a chance to rectify the situation themselves.']","['low', 'low', 'high', 'high']","[-6.78125, -0.0011539459228515625, -12.78125, -19.125]","[-0.3767361111111111, -6.787917193244485e-05, -0.7518382352941176, -0.8315217391304348]","[0.2646045982837677, 0.3856402039527893, 0.18184132874011993, 0.16791383922100067]",0.3497551783846372,0.3497551783846372,-0.1502448216153628
trait_agreeableness_00749,agreeableness,high,as_pas_only,none,trait_agreeableness_00749_act_004,low,"['trait_agreeableness_00749_act_001', 'trait_agreeableness_00749_act_002', 'trait_agreeableness_00749_act_003', 'trait_agreeableness_00749_act_004']","['You might consider addressing the discomfort with Tagert directly by kindly expressing how their behavior makes you feel and seeking a mutual understanding.', 'Perhaps you could involve a mediator from HR to help facilitate a constructive conversation with Tagert, which might improve your work environment.', 'Stand your ground and confront Tagert directly about their aggressive behavior without sugarcoating your concerns.', 'Keep avoiding Tagert if interacting with them disrupts your productivity and peace of mind, focusing instead on your own work responsibilities.']","['high', 'high', 'low', 'low']","[-12.84375, -8.6484375, -2.91796875, -0.058135986328125]","[-0.51375, -0.3459375, -0.15357730263157895, -0.002325439453125]","[0.1892520934343338, 0.22383126616477966, 0.27130743861198425, 0.3156091272830963]",0.4130833903762244,0.4130833903762244,-0.08691660962377562
trait_agreeableness_00750,agreeableness,high,as_pas_only,none,trait_agreeableness_00750_act_003,low,"['trait_agreeableness_00750_act_001', 'trait_agreeableness_00750_act_002', 'trait_agreeableness_00750_act_003', 'trait_agreeableness_00750_act_004']","['Directly challenge the strategy in a team meeting by clearly outlining the potential pitfalls and presenting your alternative solutions.', 'You might consider gently suggesting a team meeting to review the project strategy and express your concerns in a supportive manner.', 'Write a concise, fact-based email to your project leader detailing why the current strategy might fail and suggest a meeting to discuss viable alternatives.', 'Perhaps you could offer to help research or present alternative strategies that could complement the current plan without dismissing it entirely.']","['low', 'high', 'low', 'high']","[-3.4375, -2.158203125, -0.20361328125, -5.20703125]","[-0.1636904761904762, -0.09810014204545454, -0.007541232638888889, -0.23668323863636365]","[0.24001550674438477, 0.25628596544265747, 0.28057828545570374, 0.22312022745609283]",0.4794062000424594,0.4794062000424594,-0.020593799957540626
trait_agreeableness_00701,agreeableness,low,as_pas_only,none,trait_agreeableness_00701_act_002,high,"['trait_agreeableness_00701_act_001', 'trait_agreeableness_00701_act_002', 'trait_agreeableness_00701_act_003', 'trait_agreeableness_00701_act_004']","['You could propose a meeting to discuss the strengths of each theme and consider blending elements of both to please a wider audience.', 'Maybe consult with other team members for their opinions to see if a consensus can be achieved that respects both perspectives.', 'Stick to presenting clear, data-backed arguments on why a cultural heritage theme could draw more interest and community engagement.', 'Insist on setting clear objectives for the event and demonstrate how your theme aligns better with those goals compared to a modern tech theme.']","['high', 'high', 'low', 'low']","[-8.359375, -0.8603515625, -1.4384765625, -4.796875]","[-0.3483072916666667, -0.039106889204545456, -0.06538529829545454, -0.17766203703703703]","[0.2051110863685608, 0.279430091381073, 0.27218276262283325, 0.24327610433101654]",0.48454115608895615,0.5154588439110439,0.015458843911043907
trait_agreeableness_00702,agreeableness,low,as_pas_only,none,trait_agreeableness_00702_act_002,high,"['trait_agreeableness_00702_act_001', 'trait_agreeableness_00702_act_002', 'trait_agreeableness_00702_act_003', 'trait_agreeableness_00702_act_004']","['Clearly communicate to your supervisor the unrealistic nature of the additional workload and negotiate down the responsibilities.', 'Consider discussing a phased approach with your boss to gradually integrate the new project while maintaining balance with your current tasks.', 'Prioritize your tasks and cut down on the least essential ones; put focus only on what genuinely requires your expertise.', 'You could ask for support from your team or colleagues to help manage the workload more efficiently.']","['low', 'high', 'low', 'high']","[-1.05078125, -0.75244140625, -1.798828125, -10.8125]","[-0.05837673611111111, -0.03420188210227273, -0.07820991847826086, -0.6006944444444444]","[0.27884429693222046, 0.2856674790382385, 0.2733684182167053, 0.16211985051631927]",0.44778730953690515,0.5522126904630948,0.052212690463094846
trait_agreeableness_00703,agreeableness,low,as_pas_only,none,trait_agreeableness_00703_act_002,low,"['trait_agreeableness_00703_act_001', 'trait_agreeableness_00703_act_002', 'trait_agreeableness_00703_act_003', 'trait_agreeableness_00703_act_004']","['Consider setting aside a portion of your bonus for your vacation and donate a portion to your friend to ease their burden.', 'Invest the bonus in a personal savings or retirement fund to ensure your future financial stability.', 'You could offer to help your friend cover some of their medical expenses with part of your bonus.', 'Use the bonus for the vacation you’ve been planning, as personal relaxation and fulfillment are important.']","['high', 'low', 'high', 'low']","[-4.265625, -0.468994140625, -5.53515625, -1.087890625]","[-0.18546195652173914, -0.027587890625, -0.29132401315789475, -0.05725740131578947]","[0.2376791387796402, 0.27832671999931335, 0.2138039618730545, 0.27019020915031433]",0.4514830871974502,0.5485169128025498,0.04851691280254977
trait_agreeableness_00704,agreeableness,low,as_pas_only,none,trait_agreeableness_00704_act_001,low,"['trait_agreeableness_00704_act_001', 'trait_agreeableness_00704_act_002', 'trait_agreeableness_00704_act_003', 'trait_agreeableness_00704_act_004']","['Challenge the team to justify the strategy with data or precedents, given its similarity to past unsuccessful attempts.', 'Directly state the issues and shortcomings you foresee with the agreed strategy to ensure they are aware of the potential risks.', 'Maybe suggest setting up a small trial run of the strategy first, to demonstrate the outcomes before fully committing.', 'You could gently express your concerns and propose discussing alternative strategies that could prevent potential issues.']","['low', 'low', 'high', 'high']","[-0.55517578125, -1.6650390625, -2.9921875, -3.8359375]","[-0.026436941964285716, -0.07239300271739131, -0.14248511904761904, -0.22564338235294118]","[0.27285897731781006, 0.2606032192707062, 0.24296246469020844, 0.2235753834247589]",0.46653782725910126,0.5334621727408988,0.0334621727408988
trait_agreeableness_00705,agreeableness,low,as_pas_only,none,trait_agreeableness_00705_act_001,high,"['trait_agreeableness_00705_act_001', 'trait_agreeableness_00705_act_002', 'trait_agreeableness_00705_act_003', 'trait_agreeableness_00705_act_004']","['You could consider politely reaching out to the rental agency to express your concerns and ask for possible solutions or compensation.', 'Maybe try to calmly discuss the discrepancies with the agency, highlighting the missing amenities and differences in the property, and request an amicable resolution.', 'Demand an immediate response from the rental agency and insist on a partial refund or relocation to a property that matches the initial description.', 'Send a firm email to the agency detailing every issue, and make it clear you expect swift action or you will consider legal advice.']","['high', 'high', 'low', 'low']","[-0.261474609375, -1.4873046875, -11.9296875, -11.4453125]","[-0.011885209517045454, -0.05311802455357143, -0.4771875, -0.4402043269230769]","[0.3087225556373596, 0.29625192284584045, 0.19386085867881775, 0.20116469264030457]",0.6049744604535562,0.3950255395464438,-0.10497446045355618
trait_agreeableness_00706,agreeableness,low,as_pas_only,none,trait_agreeableness_00706_act_001,low,"['trait_agreeableness_00706_act_001', 'trait_agreeableness_00706_act_002', 'trait_agreeableness_00706_act_003', 'trait_agreeableness_00706_act_004']","['Directly confront Marybella in your next team meeting by highlighting specific instances where your ideas were dismissed and demand a justification.', 'Consider asking Marybella for a private meeting to express how valuable you feel contributions from all team members are, including yours.', 'Email the whole team including your manager outlining how the dismissal of ideas by any team member, including Marybella, negatively impacts project creativity and ask for more structured discussion protocols.', 'Maybe propose a team brainstorming session where everyone submits one idea anonymously to ensure each thought is considered without bias.']","['low', 'high', 'low', 'high']","[-0.307373046875, -1.69921875, -4.7265625, -8.1484375]","[-0.012294921875, -0.06796875, -0.13504464285714285, -0.3703835227272727]","[0.2833388149738312, 0.26799532771110535, 0.2506089210510254, 0.19805699586868286]",0.4660522958009067,0.5339477041990933,0.03394770419909332
trait_agreeableness_00707,agreeableness,low,as_pas_only,none,trait_agreeableness_00707_act_002,low,"['trait_agreeableness_00707_act_001', 'trait_agreeableness_00707_act_002', 'trait_agreeableness_00707_act_003', 'trait_agreeableness_00707_act_004']","['Perhaps eat a healthy meal before the party to lessen your cravings and politely sample very small amounts of your favorite foods.', 'Just say no to the unhealthy options and stick firmly to your diet plan; it’s about your health after all.', 'You could bring a dish to share that fits your diet so you have a healthy option available and still enjoy the party.', 'Ignore the offerings and focus on socializing, not eating; you’re there for your friend, not the food.']","['high', 'low', 'high', 'low']","[-3.80078125, -0.25439453125, -2.64453125, -10.5859375]","[-0.16525135869565216, -0.01106063179347826, -0.11018880208333333, -0.460258152173913]","[0.252025842666626, 0.2940419316291809, 0.2662922143936157, 0.18763992190361023]",0.5183181034014913,0.4816818965985087,-0.018318103401491315
trait_agreeableness_00708,agreeableness,low,as_pas_only,none,trait_agreeableness_00708_act_001,low,"['trait_agreeableness_00708_act_001', 'trait_agreeableness_00708_act_002', 'trait_agreeableness_00708_act_003', 'trait_agreeableness_00708_act_004']","['Simply note the achievement directly to Nazareth and mention that you noticed the milestone, encouraging them to own their success publicly.', ""Challenge Nazareth in a light-hearted manner about why they haven't boasted about their success yet, to push them out of their comfort zone."", 'Encourage mutual friends or coworkers to subtly acknowledge the achievement, fostering a supportive environment without overwhelming Nazareth.', 'Quietly congratulate Nazareth in a personal message to show your support and respect for their privacy.']","['low', 'low', 'high', 'high']","[-0.003925323486328125, -11.75, -5.81640625, -9.234375]","[-0.00016355514526367188, -0.41964285714285715, -0.27697172619047616, -0.48601973684210525]","[0.32995033264160156, 0.21690572798252106, 0.2501683235168457, 0.20297564566135406]",0.4531439556734575,0.5468560443265424,0.046856044326542445
trait_agreeableness_00709,agreeableness,low,as_pas_only,none,trait_agreeableness_00709_act_001,high,"['trait_agreeableness_00709_act_001', 'trait_agreeableness_00709_act_002', 'trait_agreeableness_00709_act_003', 'trait_agreeableness_00709_act_004']","['Consider politely telling Zacharyah that his advances are making you uncomfortable and you would like to keep your relationship professional.', 'Maybe talk to a trusted colleague or a supervisor for advice on how to approach Zacharyah about this sensitive issue.', 'Directly tell Zacharyah to stop the advances, asserting that they are inappropriate and unwelcome at the workplace.', 'If speaking to him directly doesn’t work, report the behavior to your HR department to handle it formally.']","['high', 'high', 'low', 'low']","[-0.11688232421875, -3.6171875, -2.4921875, -10.6171875]","[-0.005081840183423913, -0.15726902173913043, -0.10835597826086957, -0.5055803571428571]","[0.2970059812068939, 0.25507691502571106, 0.2678636610507965, 0.1800534427165985]",0.552082896232605,0.447917103767395,-0.05208289623260498
trait_agreeableness_00710,agreeableness,low,as_pas_only,none,trait_agreeableness_00710_act_002,high,"['trait_agreeableness_00710_act_001', 'trait_agreeableness_00710_act_002', 'trait_agreeableness_00710_act_003', 'trait_agreeableness_00710_act_004']","['Demand an explanation as to why you were excluded from the discussion, asserting your right to know what concerns your family.', 'Approach a family member gently and express that you would appreciate being included in the conversation as it would help you cope better with the group.', 'Confront the family decisively about the secrecy, making it clear that you expect transparency in future matters.', 'Politely express to your family that you feel left out and assure them that you are capable of handling the situation more calmly with their support.']","['low', 'high', 'low', 'high']","[-6.16796875, -0.089111328125, -2.49609375, -7.99609375]","[-0.2681725543478261, -0.0031825474330357145, -0.11886160714285714, -0.2855747767857143]","[0.22486057877540588, 0.29308730363845825, 0.26107075810432434, 0.22098134458065033]",0.5140686558793285,0.4859313441206715,-0.014068655879328484
trait_agreeableness_00711,agreeableness,low,as_pas_only,none,trait_agreeableness_00711_act_002,low,"['trait_agreeableness_00711_act_001', 'trait_agreeableness_00711_act_002', 'trait_agreeableness_00711_act_003', 'trait_agreeableness_00711_act_004']","['Perhaps you might weigh the emotional costs against the professional gains and decide if the move aligns with your long-term personal happiness and career goals.', 'Take the job; advancing in your career is a priority, and the significant pay increase justifies the move.', 'You could consider accepting the job and finding ways to maintain strong relationships with your family and friends through regular visits and digital communication.', 'Move to the new city; it’s a valuable opportunity for professional growth, and personal relationships can adapt if they’re truly important.']","['high', 'low', 'high', 'low']","[-15.1875, -0.0924072265625, -17.53125, -8.65625]","[-0.5424107142857143, -0.004200328480113636, -0.70125, -0.3329326923076923]","[0.20837213099002838, 0.35692867636680603, 0.1777692437171936, 0.25692999362945557]",0.38614135744535816,0.6138586425546418,0.11385864255464184
trait_agreeableness_00712,agreeableness,low,as_pas_only,none,trait_agreeableness_00712_act_002,low,"['trait_agreeableness_00712_act_001', 'trait_agreeableness_00712_act_002', 'trait_agreeableness_00712_act_003', 'trait_agreeableness_00712_act_004']","['Consider leveraging your time on more personal meetings where you can have genuine interactions, rather than a large industry event.', 'Skip the dinner if it really goes against your preferences and focus on networking in ways that make you feel comfortable.', 'You might find it rewarding to go and connect with a few people, making the experience more manageable and meaningful for you.', 'Consider attending the dinner to nurture relationships that could be beneficial for future collaborations or opportunities.']","['low', 'low', 'high', 'high']","[-5.54296875, -0.69775390625, -4.203125, -1.1044921875]","[-0.251953125, -0.03171608664772727, -0.17513020833333334, -0.06497012867647059]","[0.22066140174865723, 0.27502623200416565, 0.23828141391277313, 0.266030877828598]",0.5043123293155677,0.4956876706844323,-0.004312329315567687
