scenario_id,trait,target_direction,condition,prompt_style,loglik_selected_action,loglik_selected_direction,action_ids,action_texts,action_directions,action_logliks,action_normalized_logliks,action_softmax_probs,trait_score,trait_target_score,trait_target_attainment
trait_agreeableness_00732,agreeableness,high,as_pas_only,none,trait_agreeableness_00732_act_002,low,"['trait_agreeableness_00732_act_001', 'trait_agreeableness_00732_act_002', 'trait_agreeableness_00732_act_003', 'trait_agreeableness_00732_act_004']","['Recommend that they check local moving services or rental trucks, as you need to prioritize your own commitments this weekend.', 'Politely explain that you have long-standing personal plans and suggest that they reschedule the move or ask another friend for help.', 'You could suggest hiring professional movers and then visiting your friend after your retreat to help them unpack and settle in.', 'Offer to help your friend with packing a day or two before your retreat, so you can still support them without cancelling your plans.']","['low', 'low', 'high', 'high']","[-2.58984375, -0.55810546875, -2.24609375, -1.646484375]","[-0.11772017045454546, -0.02232421875, -0.10209517045454546, -0.06332632211538461]","[0.23970799148082733, 0.2637014091014862, 0.24348284304141998, 0.2531077563762665]",0.49659059941768646,0.49659059941768646,-0.0034094005823135376
trait_agreeableness_00733,agreeableness,high,as_pas_only,none,trait_agreeableness_00733_act_003,low,"['trait_agreeableness_00733_act_001', 'trait_agreeableness_00733_act_002', 'trait_agreeableness_00733_act_003', 'trait_agreeableness_00733_act_004']","['You could politely excuse yourself from your current commitment, explaining the importance of timely attendance at your work meeting.', 'Consider contacting a colleague who is also attending the meeting and kindly ask if they can cover the beginning part until you arrive.', ""Just focus on finishing your current commitment properly, even if it means being late; you can't always please everyone."", ""Send a quick message to inform them you'll be late, then proceed with your current engagement without cutting it short.""]","['high', 'high', 'low', 'low']","[-2.119140625, -1.853515625, -0.39990234375, -3.150390625]","[-0.10091145833333333, -0.07722981770833333, -0.017387058423913044, -0.13697350543478262]","[0.24535922706127167, 0.2512390911579132, 0.2667329013347626, 0.23666872084140778]",0.496598347818753,0.496598347818753,-0.0034016521812469946
trait_agreeableness_00734,agreeableness,high,as_pas_only,none,trait_agreeableness_00734_act_001,low,"['trait_agreeableness_00734_act_001', 'trait_agreeableness_00734_act_002', 'trait_agreeableness_00734_act_003', 'trait_agreeableness_00734_act_004']","['Directly ask both colleagues to clarify their points and explain the reasoning behind their disagreements in the meeting, fostering a clear and open dialogue.', 'You might consider suggesting a team-building activity that focuses on communication skills, which can improve overall team harmony without direct confrontation.', 'You could inform your manager about the disruptive behavior, letting them handle the situation and possibly mediate the conflict.', 'Perhaps you could recommend a feedback session where everyone gets the chance to express their thoughts in a structured manner, making the atmosphere more open and less tense.']","['low', 'high', 'low', 'high']","[-0.4921875, -1.2138671875, -14.2421875, -3.837890625]","[-0.018229166666666668, -0.050577799479166664, -0.6473721590909091, -0.1279296875]","[0.29434967041015625, 0.2849802076816559, 0.15690264105796814, 0.26376745104789734]",0.5487476750835083,0.5487476750835083,0.0487476750835083
trait_agreeableness_00735,agreeableness,high,as_pas_only,none,trait_agreeableness_00735_act_002,low,"['trait_agreeableness_00735_act_001', 'trait_agreeableness_00735_act_002', 'trait_agreeableness_00735_act_003', 'trait_agreeableness_00735_act_004']","['Maybe you can ask your friend how they feel about their project first to understand their perspective before sharing your thoughts.', 'Just be straightforward and tell your friend what you really think about the art project; they asked for honesty, after all.', 'You could mention specific aspects you like while gently suggesting improvements in areas you think could be better.', 'Recommend your friend to seek feedback from professional artists as well, which can provide them with a more objective critique.']","['high', 'low', 'high', 'low']","[-7.125, -0.00103759765625, -12.40625, -14.46875]","[-0.32386363636363635, -4.3233235677083336e-05, -0.6529605263157895, -0.6576704545454546]","[0.2619059383869171, 0.36205852031707764, 0.18846052885055542, 0.18757496774196625]",0.4503664873704234,0.4503664873704234,-0.049633512629576604
trait_agreeableness_00736,agreeableness,high,as_pas_only,none,trait_agreeableness_00736_act_001,low,"['trait_agreeableness_00736_act_001', 'trait_agreeableness_00736_act_002', 'trait_agreeableness_00736_act_003', 'trait_agreeableness_00736_act_004']","['Suggest a compromise where Jahnia could redistribute some of the tasks among other team members to lessen your burden.', 'Decline the proposal, citing your current responsibilities and the importance of maintaining your personal life balance.', 'Perhaps you could agree to the new plan, but clarify your availability and limits to ensure your personal time is respected.', 'You might consider agreeing to the plan but also ask for help or support to manage the increased workload effectively.']","['low', 'low', 'high', 'high']","[-0.68994140625, -12.4921875, -1.205078125, -2.595703125]","[-0.03136097301136364, -0.657483552631579, -0.05239470108695652, -0.12360491071428571]","[0.2919086217880249, 0.15607212483882904, 0.28583282232284546, 0.2661864161491394]",0.5520192466977126,0.5520192466977126,0.05201924669771263
trait_agreeableness_00737,agreeableness,high,as_pas_only,none,trait_agreeableness_00737_act_002,high,"['trait_agreeableness_00737_act_001', 'trait_agreeableness_00737_act_002', 'trait_agreeableness_00737_act_003', 'trait_agreeableness_00737_act_004']","['You could gently remind your colleagues about the value of discussing concerns directly with PersonZ to promote a more understanding and supportive work environment.', 'Consider sharing positive experiences or achievements of PersonZ to subtly shift the tone of the conversation to something more constructive and appreciative.', ""You might propose focusing the discussion on tasks and projects instead, pointing out that speculative talk is not productive or beneficial for the team's goals."", 'Suggest setting up a meeting where concerns can be addressed openly with PersonZ present, ensuring a fair dialogue and cutting out behind-the-back criticisms.']","['high', 'high', 'low', 'low']","[-7.05078125, -0.48291015625, -1.06640625, -3.3671875]","[-0.2711838942307692, -0.01931640625, -0.0380859375, -0.11610991379310345]","[0.21201376616954803, 0.2727399170398712, 0.2676684558391571, 0.24757787585258484]",0.4847536759860266,0.4847536759860266,-0.015246324013973411
trait_agreeableness_00738,agreeableness,high,as_pas_only,none,trait_agreeableness_00738_act_001,low,"['trait_agreeableness_00738_act_001', 'trait_agreeableness_00738_act_002', 'trait_agreeableness_00738_act_003', 'trait_agreeableness_00738_act_004']","['Recommend they look into local community services like food banks and job training workshops to become more self-sufficient.', 'Offer to babysit the children a couple of times a week to give the parents time to job search or handle other responsibilities.', 'Suggest setting up a schedule where they can gradually take over the childcare and household chores as they stabilize financially.', 'Prepare some extra meals that can easily be reheated, to relieve them from cooking duties for a few days.']","['low', 'high', 'low', 'high']","[-0.88623046875, -1.3828125, -1.9150390625, -2.1015625]","[-0.042201450892857144, -0.0553125, -0.08704723011363637, -0.09552556818181818]","[0.2569906413555145, 0.2536432147026062, 0.2457202970981598, 0.2436458021402359]",0.4972890390733945,0.4972890390733945,-0.002710960926605499
trait_agreeableness_00739,agreeableness,high,as_pas_only,none,trait_agreeableness_00739_act_003,high,"['trait_agreeableness_00739_act_001', 'trait_agreeableness_00739_act_002', 'trait_agreeableness_00739_act_003', 'trait_agreeableness_00739_act_004']","['Consider encouraging Destinnie to seek advice from an independent financial advisor to ensure she makes a well-informed decision.', 'Go ahead and emphasize the potential high returns of the deal to persuade Destinnie, focusing on how such investments can significantly pay off.', 'You could prioritize transparency and discuss both the potential benefits and risks openly with Destinnie, emphasizing that the final decision is hers to make.', ""You should highlight the unique chance this deal represents and pitch it as a strategically aggressive investment that shouldn't be missed.""]","['high', 'low', 'high', 'low']","[-1.8251953125, -5.38671875, -0.463134765625, -2.0625]","[-0.08296342329545454, -0.2071814903846154, -0.01715313946759259, -0.08967391304347826]","[0.2535160481929779, 0.2239021509885788, 0.27076125144958496, 0.25182053446769714]",0.5242773074549035,0.5242773074549035,0.02427730745490353
trait_agreeableness_00740,agreeableness,high,as_pas_only,none,trait_agreeableness_00740_act_001,low,"['trait_agreeableness_00740_act_001', 'trait_agreeableness_00740_act_002', 'trait_agreeableness_00740_act_003', 'trait_agreeableness_00740_act_004']","[""Confront Hikari then and there by firmly stating the discomfort they're causing, to immediately address the issue."", ""Directly tell Hikari that their behavior is inappropriate and advise them to stop immediately if you feel it's disruptive enough."", 'Maybe suggest a quick, quiet walk with Hikari outside the venue to discuss the issue discreetly and help them regain composure.', 'Consider pulling Hikari aside gently to express your concerns in private, aiming to avoid public embarrassment.']","['low', 'low', 'high', 'high']","[-0.25830078125, -2.34765625, -2.265625, -3.90625]","[-0.01123046875, -0.09390625, -0.08391203703703703, -0.1953125]","[0.27156099677085876, 0.25001251697540283, 0.2525237202644348, 0.22590278089046478]",0.4784264940257893,0.4784264940257893,-0.021573505974210705
trait_agreeableness_00741,agreeableness,high,as_pas_only,none,trait_agreeableness_00741_act_001,high,"['trait_agreeableness_00741_act_001', 'trait_agreeableness_00741_act_002', 'trait_agreeableness_00741_act_003', 'trait_agreeableness_00741_act_004']","['You might consider arranging a private, friendly chat with Janya to understand any challenges she’s facing and discuss how you can help her meet her deadlines.', 'Perhaps you could offer to help Janya organize her tasks or suggest setting up a team meeting to realign everyone’s responsibilities and deadlines.', ""Directly inform Janya that her missed deadlines are impacting the team's performance and she needs to adhere to the project timeline more strictly."", 'Send an email to Janya outlining the deadlines and mentioning that further delays could lead to discussions with higher management.']","['high', 'high', 'low', 'low']","[-0.00690460205078125, -6.36328125, -6.3515625, -12.7578125]","[-0.00023015340169270834, -0.23567708333333334, -0.23524305555555555, -0.5799005681818182]","[0.3183840215206146, 0.25159263610839844, 0.25170189142227173, 0.1783214509487152]",0.5699766576290131,0.5699766576290131,0.06997665762901306
trait_agreeableness_00742,agreeableness,high,as_pas_only,none,trait_agreeableness_00742_act_001,low,"['trait_agreeableness_00742_act_001', 'trait_agreeableness_00742_act_002', 'trait_agreeableness_00742_act_003', 'trait_agreeableness_00742_act_004']","['Directly point out the flaw during the meeting and suggest an alternative strategy that mitigates these risks.', 'Consider suggesting a follow-up meeting where you can review the strategy more thoroughly together, to align on the best approach.', 'Challenge the strategy openly in the meeting to ensure everyone is aware of the potential losses, emphasizing the need for a robust discussion.', 'You could express your concerns by privately messaging your colleague, framing it as seeking to understand their perspective better.']","['low', 'high', 'low', 'high']","[-0.63330078125, -5.8359375, -0.82080078125, -6.8203125]","[-0.0316650390625, -0.25373641304347827, -0.03283203125, -0.3247767857142857]","[0.28203725814819336, 0.22587184607982635, 0.28170832991600037, 0.21038252115249634]",0.4362543867344135,0.4362543867344135,-0.06374561326558648
trait_agreeableness_00743,agreeableness,high,as_pas_only,none,trait_agreeableness_00743_act_003,high,"['trait_agreeableness_00743_act_001', 'trait_agreeableness_00743_act_002', 'trait_agreeableness_00743_act_003', 'trait_agreeableness_00743_act_004']","['Maybe you could offer to help train someone else to share the workload, easing the burden on you.', 'Just say no to additional shifts and prioritize your health over voluntary extras.', 'You might consider gently explaining to your supervisor your health concerns and see if you can reduce the extra shifts.', ""Take a step back and let others step up; you're not the only one who can volunteer for extra work.""]","['high', 'low', 'high', 'low']","[-6.8984375, -0.72705078125, -0.6962890625, -8.6171875]","[-0.344921875, -0.05193219866071429, -0.03315662202380952, -0.37466032608695654]","[0.21381399035453796, 0.2866024672985077, 0.29203441739082336, 0.2075491100549698]",0.5058484152830901,0.5058484152830901,0.005848415283090103
trait_agreeableness_00744,agreeableness,high,as_pas_only,none,trait_agreeableness_00744_act_001,low,"['trait_agreeableness_00744_act_001', 'trait_agreeableness_00744_act_002', 'trait_agreeableness_00744_act_003', 'trait_agreeableness_00744_act_004']","['Escalate the issue to your manager or HR department to formally address the rumors and protect your professional reputation.', 'Address the situation directly by confronting your colleague and demand they stop spreading unfounded rumors immediately.', 'Offer to collaborate on a project together which could help improve your relationship and show your genuine intentions.', 'Invite your colleague for a coffee and gently discuss the impact their behavior is having on you, aiming to clear up any misunderstandings.']","['low', 'low', 'high', 'high']","[-0.7763671875, -3.41796875, -0.8291015625, -2.80859375]","[-0.03528941761363636, -0.1898871527777778, -0.04363692434210526, -0.10802283653846154]","[0.26466959714889526, 0.22675827145576477, 0.26246947050094604, 0.24610267579555511]",0.5085721387181857,0.5085721387181857,0.00857213871818574
trait_agreeableness_00745,agreeableness,high,as_pas_only,none,trait_agreeableness_00745_act_002,high,"['trait_agreeableness_00745_act_001', 'trait_agreeableness_00745_act_002', 'trait_agreeableness_00745_act_003', 'trait_agreeableness_00745_act_004']","['You could give your friend the guitar as a gift to help ease their financial burden and share the joy of music.', 'Consider lending the guitar to your friend until they can afford one, creating a win-win situation where you keep ownership and they get to play.', 'Keep the guitar since giving it away could set a precedent for similar expectations in the future.', 'Suggest that your friend looks for affordable second-hand options online, emphasizing the importance of financial responsibility.']","['high', 'high', 'low', 'low']","[-2.82421875, -0.08941650390625, -9.921875, -5.98046875]","[-0.12279211956521739, -0.003193446568080357, -0.5512152777777778, -0.2990234375]","[0.27647191286087036, 0.3115961253643036, 0.18013130128383636, 0.23180069029331207]",0.5880680206993812,0.5880680206993812,0.08806802069938124
trait_agreeableness_00746,agreeableness,high,as_pas_only,none,trait_agreeableness_00746_act_002,high,"['trait_agreeableness_00746_act_001', 'trait_agreeableness_00746_act_002', 'trait_agreeableness_00746_act_003', 'trait_agreeableness_00746_act_004']","['Consider suggesting that Aythana delegate specific tasks to other team members or ask for an extension from the project lead.', ""Absolutely, offering your assistance could greatly alleviate Aythana's stress and help distribute the project tasks more manageably."", 'Recommend to Aythana to reevaluate her project plan and identify priorities; she might need to focus on key areas and drop less critical tasks.', 'Yes, stepping in to help Aythana not only supports her but also strengthens the teamwork within the project.']","['low', 'high', 'low', 'high']","[-8.9375, -0.033966064453125, -14.8125, -3.61328125]","[-0.38858695652173914, -0.0014767854110054348, -0.5107758620689655, -0.16424005681818182]","[0.21695713698863983, 0.3195168375968933, 0.19200298190116882, 0.27152296900749207]",0.5910398506402859,0.5910398506402859,0.09103985064028586
trait_agreeableness_00747,agreeableness,high,as_pas_only,none,trait_agreeableness_00747_act_001,high,"['trait_agreeableness_00747_act_001', 'trait_agreeableness_00747_act_002', 'trait_agreeableness_00747_act_003', 'trait_agreeableness_00747_act_004']","['Consider suggesting a brief team check-in where everyone updates the group on their progress, allowing Carielle to share in a non-confrontational setting.', ""Point out directly to Carielle during the meeting that you've noticed discrepancies in their work, asking for an immediate clarification."", 'Perhaps you could invite Carielle for a private chat to gently inquire about their progress and any challenges they might be facing.', ""Challenge Carielle in the meeting to present detailed evidence of their progress to ensure they're held accountable in front of the team.""]","['high', 'low', 'high', 'low']","[-0.078125, -11.46875, -4.671875, -11.4375]","[-0.0026041666666666665, -0.45875, -0.186875, -0.43990384615384615]","[0.3214183747768402, 0.20368970930576324, 0.26732704043388367, 0.20756487548351288]",0.5887454152107239,0.5887454152107239,0.08874541521072388
trait_agreeableness_00748,agreeableness,high,as_pas_only,none,trait_agreeableness_00748_act_002,low,"['trait_agreeableness_00748_act_001', 'trait_agreeableness_00748_act_002', 'trait_agreeableness_00748_act_003', 'trait_agreeableness_00748_act_004']","['Document specific instances where Melicia took undue credit and present these to your supervisor as evidence.', ""Report the behavior to your supervisor immediately to prevent further damage to the team's morale."", 'Consider organizing a team intervention where everyone can openly discuss their feelings about fairness and recognition.', 'You could speak with Melicia first to express your concerns and give them a chance to rectify the situation themselves.']","['low', 'low', 'high', 'high']","[-7.625, -0.0005931854248046875, -9.453125, -17.015625]","[-0.4236111111111111, -3.4893260282628674e-05, -0.5560661764705882, -0.7398097826086957]","[0.24199768900871277, 0.36963069438934326, 0.21197600662708282, 0.17639563977718353]",0.3883716348298897,0.3883716348298897,-0.11162836517011032
trait_agreeableness_00749,agreeableness,high,as_pas_only,none,trait_agreeableness_00749_act_004,low,"['trait_agreeableness_00749_act_001', 'trait_agreeableness_00749_act_002', 'trait_agreeableness_00749_act_003', 'trait_agreeableness_00749_act_004']","['You might consider addressing the discomfort with Tagert directly by kindly expressing how their behavior makes you feel and seeking a mutual understanding.', 'Perhaps you could involve a mediator from HR to help facilitate a constructive conversation with Tagert, which might improve your work environment.', 'Stand your ground and confront Tagert directly about their aggressive behavior without sugarcoating your concerns.', 'Keep avoiding Tagert if interacting with them disrupts your productivity and peace of mind, focusing instead on your own work responsibilities.']","['high', 'high', 'low', 'low']","[-11.15625, -6.49609375, -3.232421875, -0.0445556640625]","[-0.44625, -0.25984375, -0.17012746710526316, -0.0017822265625]","[0.1967504322528839, 0.23706689476966858, 0.25931891798973083, 0.3068637549877167]",0.4338173270225525,0.4338173270225525,-0.06618267297744751
trait_agreeableness_00750,agreeableness,high,as_pas_only,none,trait_agreeableness_00750_act_003,low,"['trait_agreeableness_00750_act_001', 'trait_agreeableness_00750_act_002', 'trait_agreeableness_00750_act_003', 'trait_agreeableness_00750_act_004']","['Directly challenge the strategy in a team meeting by clearly outlining the potential pitfalls and presenting your alternative solutions.', 'You might consider gently suggesting a team meeting to review the project strategy and express your concerns in a supportive manner.', 'Write a concise, fact-based email to your project leader detailing why the current strategy might fail and suggest a meeting to discuss viable alternatives.', 'Perhaps you could offer to help research or present alternative strategies that could complement the current plan without dismissing it entirely.']","['low', 'high', 'low', 'high']","[-4.57421875, -1.6044921875, -0.353515625, -4.171875]","[-0.21781994047619047, -0.07293146306818182, -0.013093171296296295, -0.18963068181818182]","[0.22667047381401062, 0.2620108127593994, 0.2781676650047302, 0.23315104842185974]",0.49516186118125916,0.49516186118125916,-0.004838138818740845
trait_agreeableness_00701,agreeableness,low,as_pas_only,none,trait_agreeableness_00701_act_003,low,"['trait_agreeableness_00701_act_001', 'trait_agreeableness_00701_act_002', 'trait_agreeableness_00701_act_003', 'trait_agreeableness_00701_act_004']","['You could propose a meeting to discuss the strengths of each theme and consider blending elements of both to please a wider audience.', 'Maybe consult with other team members for their opinions to see if a consensus can be achieved that respects both perspectives.', 'Stick to presenting clear, data-backed arguments on why a cultural heritage theme could draw more interest and community engagement.', 'Insist on setting clear objectives for the event and demonstrate how your theme aligns better with those goals compared to a modern tech theme.']","['high', 'high', 'low', 'low']","[-10.0390625, -1.615234375, -0.443603515625, -3.271484375]","[-0.4182942708333333, -0.07341974431818182, -0.020163796164772728, -0.12116608796296297]","[0.190590962767601, 0.26907873153686523, 0.2837972342967987, 0.25653311610221863]",0.45966967375563056,0.5403303262443695,0.0403303262443695
trait_agreeableness_00702,agreeableness,low,as_pas_only,none,trait_agreeableness_00702_act_002,high,"['trait_agreeableness_00702_act_001', 'trait_agreeableness_00702_act_002', 'trait_agreeableness_00702_act_003', 'trait_agreeableness_00702_act_004']","['Clearly communicate to your supervisor the unrealistic nature of the additional workload and negotiate down the responsibilities.', 'Consider discussing a phased approach with your boss to gradually integrate the new project while maintaining balance with your current tasks.', 'Prioritize your tasks and cut down on the least essential ones; put focus only on what genuinely requires your expertise.', 'You could ask for support from your team or colleagues to help manage the workload more efficiently.']","['low', 'high', 'low', 'high']","[-1.318359375, -0.953125, -1.1123046875, -10.953125]","[-0.0732421875, -0.04332386363636364, -0.048361073369565216, -0.6085069444444444]","[0.2746439278125763, 0.28298497200012207, 0.2815631031990051, 0.16080795228481293]",0.4437929441240256,0.5562070558759744,0.05620705587597441
trait_agreeableness_00703,agreeableness,low,as_pas_only,none,trait_agreeableness_00703_act_002,low,"['trait_agreeableness_00703_act_001', 'trait_agreeableness_00703_act_002', 'trait_agreeableness_00703_act_003', 'trait_agreeableness_00703_act_004']","['Consider setting aside a portion of your bonus for your vacation and donate a portion to your friend to ease their burden.', 'Invest the bonus in a personal savings or retirement fund to ensure your future financial stability.', 'You could offer to help your friend cover some of their medical expenses with part of your bonus.', 'Use the bonus for the vacation you’ve been planning, as personal relaxation and fulfillment are important.']","['high', 'low', 'high', 'low']","[-4.140625, -0.2249755859375, -6.76953125, -1.7470703125]","[-0.1800271739130435, -0.013233857996323529, -0.35629111842105265, -0.09195106907894737]","[0.24319197237491608, 0.28733375668525696, 0.2038913369178772, 0.26558294892311096]",0.4470833026307329,0.5529166973692671,0.052916697369267074
trait_agreeableness_00704,agreeableness,low,as_pas_only,none,trait_agreeableness_00704_act_001,low,"['trait_agreeableness_00704_act_001', 'trait_agreeableness_00704_act_002', 'trait_agreeableness_00704_act_003', 'trait_agreeableness_00704_act_004']","['Challenge the team to justify the strategy with data or precedents, given its similarity to past unsuccessful attempts.', 'Directly state the issues and shortcomings you foresee with the agreed strategy to ensure they are aware of the potential risks.', 'Maybe suggest setting up a small trial run of the strategy first, to demonstrate the outcomes before fully committing.', 'You could gently express your concerns and propose discussing alternative strategies that could prevent potential issues.']","['low', 'low', 'high', 'high']","[-0.1817626953125, -2.384765625, -3.947265625, -5.58984375]","[-0.00865536644345238, -0.10368546195652174, -0.18796502976190477, -0.3288143382352941]","[0.28808262944221497, 0.26196667551994324, 0.24079300463199615, 0.20915767550468445]",0.44995068684146833,0.5500493131585317,0.05004931315853167
trait_agreeableness_00705,agreeableness,low,as_pas_only,none,trait_agreeableness_00705_act_001,high,"['trait_agreeableness_00705_act_001', 'trait_agreeableness_00705_act_002', 'trait_agreeableness_00705_act_003', 'trait_agreeableness_00705_act_004']","['You could consider politely reaching out to the rental agency to express your concerns and ask for possible solutions or compensation.', 'Maybe try to calmly discuss the discrepancies with the agency, highlighting the missing amenities and differences in the property, and request an amicable resolution.', 'Demand an immediate response from the rental agency and insist on a partial refund or relocation to a property that matches the initial description.', 'Send a firm email to the agency detailing every issue, and make it clear you expect swift action or you will consider legal advice.']","['high', 'high', 'low', 'low']","[-0.410888671875, -1.3076171875, -2.802734375, -6.66015625]","[-0.0186767578125, -0.04670061383928571, -0.112109375, -0.2561598557692308]","[0.2723478674888611, 0.2648215591907501, 0.24805426597595215, 0.21477630734443665]",0.5371694266796112,0.4628305733203888,-0.037169426679611206
trait_agreeableness_00706,agreeableness,low,as_pas_only,none,trait_agreeableness_00706_act_001,low,"['trait_agreeableness_00706_act_001', 'trait_agreeableness_00706_act_002', 'trait_agreeableness_00706_act_003', 'trait_agreeableness_00706_act_004']","['Directly confront Marybella in your next team meeting by highlighting specific instances where your ideas were dismissed and demand a justification.', 'Consider asking Marybella for a private meeting to express how valuable you feel contributions from all team members are, including yours.', 'Email the whole team including your manager outlining how the dismissal of ideas by any team member, including Marybella, negatively impacts project creativity and ask for more structured discussion protocols.', 'Maybe propose a team brainstorming session where everyone submits one idea anonymously to ensure each thought is considered without bias.']","['low', 'high', 'low', 'high']","[-0.07037353515625, -3.7421875, -5.49609375, -8.8515625]","[-0.00281494140625, -0.1496875, -0.15703125, -0.40234375]","[0.2948872447013855, 0.25460684299468994, 0.2527438998222351, 0.19776199758052826]",0.4523688473160393,0.5476311526839607,0.047631152683960676
trait_agreeableness_00707,agreeableness,low,as_pas_only,none,trait_agreeableness_00707_act_002,low,"['trait_agreeableness_00707_act_001', 'trait_agreeableness_00707_act_002', 'trait_agreeableness_00707_act_003', 'trait_agreeableness_00707_act_004']","['Perhaps eat a healthy meal before the party to lessen your cravings and politely sample very small amounts of your favorite foods.', 'Just say no to the unhealthy options and stick firmly to your diet plan; it’s about your health after all.', 'You could bring a dish to share that fits your diet so you have a healthy option available and still enjoy the party.', 'Ignore the offerings and focus on socializing, not eating; you’re there for your friend, not the food.']","['high', 'low', 'high', 'low']","[-4.421875, -0.04931640625, -4.25, -9.6328125]","[-0.1922554347826087, -0.0021441915760869565, -0.17708333333333334, -0.4188179347826087]","[0.2486361414194107, 0.30069661140441895, 0.2524372339248657, 0.19823001325130463]",0.5010733753442764,0.49892662465572357,-0.0010733753442764282
trait_agreeableness_00708,agreeableness,low,as_pas_only,none,trait_agreeableness_00708_act_001,low,"['trait_agreeableness_00708_act_001', 'trait_agreeableness_00708_act_002', 'trait_agreeableness_00708_act_003', 'trait_agreeableness_00708_act_004']","['Simply note the achievement directly to Nazareth and mention that you noticed the milestone, encouraging them to own their success publicly.', ""Challenge Nazareth in a light-hearted manner about why they haven't boasted about their success yet, to push them out of their comfort zone."", 'Encourage mutual friends or coworkers to subtly acknowledge the achievement, fostering a supportive environment without overwhelming Nazareth.', 'Quietly congratulate Nazareth in a personal message to show your support and respect for their privacy.']","['low', 'low', 'high', 'high']","[-0.001544952392578125, -7.953125, -7.6875, -10.703125]","[-6.437301635742188e-05, -0.28404017857142855, -0.36607142857142855, -0.5633223684210527]","[0.3316052258014679, 0.24962739646434784, 0.22996751964092255, 0.18879979848861694]",0.41876734309001823,0.5812326569099817,0.08123265690998172
trait_agreeableness_00709,agreeableness,low,as_pas_only,none,trait_agreeableness_00709_act_003,low,"['trait_agreeableness_00709_act_001', 'trait_agreeableness_00709_act_002', 'trait_agreeableness_00709_act_003', 'trait_agreeableness_00709_act_004']","['Consider politely telling Zacharyah that his advances are making you uncomfortable and you would like to keep your relationship professional.', 'Maybe talk to a trusted colleague or a supervisor for advice on how to approach Zacharyah about this sensitive issue.', 'Directly tell Zacharyah to stop the advances, asserting that they are inappropriate and unwelcome at the workplace.', 'If speaking to him directly doesn’t work, report the behavior to your HR department to handle it formally.']","['high', 'high', 'low', 'low']","[-1.279296875, -3.435546875, -0.37255859375, -8.3984375]","[-0.05562160326086957, -0.14937160326086957, -0.016198199728260868, -0.39992559523809523]","[0.2732662558555603, 0.2488117516040802, 0.2842545211315155, 0.1936674863100052]",0.5220779996800721,0.47792200031992793,-0.02207799968007207
trait_agreeableness_00710,agreeableness,low,as_pas_only,none,trait_agreeableness_00710_act_003,low,"['trait_agreeableness_00710_act_001', 'trait_agreeableness_00710_act_002', 'trait_agreeableness_00710_act_003', 'trait_agreeableness_00710_act_004']","['Demand an explanation as to why you were excluded from the discussion, asserting your right to know what concerns your family.', 'Approach a family member gently and express that you would appreciate being included in the conversation as it would help you cope better with the group.', 'Confront the family decisively about the secrecy, making it clear that you expect transparency in future matters.', 'Politely express to your family that you feel left out and assure them that you are capable of handling the situation more calmly with their support.']","['low', 'high', 'low', 'high']","[-3.16796875, -1.98046875, -0.19970703125, -13.8828125]","[-0.13773777173913043, -0.07073102678571429, -0.00950985863095238, -0.49581473214285715]","[0.25607311725616455, 0.2738196849822998, 0.29110702872276306, 0.17900006473064423]",0.45281979694572955,0.5471802030542705,0.04718020305427051
trait_agreeableness_00711,agreeableness,low,as_pas_only,none,trait_agreeableness_00711_act_002,low,"['trait_agreeableness_00711_act_001', 'trait_agreeableness_00711_act_002', 'trait_agreeableness_00711_act_003', 'trait_agreeableness_00711_act_004']","['Perhaps you might weigh the emotional costs against the professional gains and decide if the move aligns with your long-term personal happiness and career goals.', 'Take the job; advancing in your career is a priority, and the significant pay increase justifies the move.', 'You could consider accepting the job and finding ways to maintain strong relationships with your family and friends through regular visits and digital communication.', 'Move to the new city; it’s a valuable opportunity for professional growth, and personal relationships can adapt if they’re truly important.']","['high', 'low', 'high', 'low']","[-15.328125, -0.1756591796875, -20.078125, -9.0]","[-0.5474330357142857, -0.007984508167613636, -0.803125, -0.34615384615384615]","[0.21220576763153076, 0.36394578218460083, 0.16432799398899078, 0.2595204710960388]",0.3765337560097314,0.6234662439902686,0.12346624399026862
trait_agreeableness_00712,agreeableness,low,as_pas_only,none,trait_agreeableness_00712_act_002,low,"['trait_agreeableness_00712_act_001', 'trait_agreeableness_00712_act_002', 'trait_agreeableness_00712_act_003', 'trait_agreeableness_00712_act_004']","['Consider leveraging your time on more personal meetings where you can have genuine interactions, rather than a large industry event.', 'Skip the dinner if it really goes against your preferences and focus on networking in ways that make you feel comfortable.', 'You might find it rewarding to go and connect with a few people, making the experience more manageable and meaningful for you.', 'Consider attending the dinner to nurture relationships that could be beneficial for future collaborations or opportunities.']","['low', 'low', 'high', 'high']","[-5.4453125, -0.49755859375, -6.24609375, -1.4921875]","[-0.24751420454545456, -0.022616299715909092, -0.26025390625, -0.08777573529411764]","[0.22661657631397247, 0.2837681174278259, 0.2237478643655777, 0.2658674716949463]",0.48961532146885034,0.5103846785311497,0.01038467853114966
